EmployeeID,Age,BusinessTravel,Department,DistanceFromHome,Education,JobRole,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating
3285,30,Travel_Rarely,Research & Development,7,3,Research Director,14830,5.0,13,3,0,0,3.0,4.0,2.0,3,3
3285,30,Travel_Rarely,Research & Development,7,3,Research Director,14830,5.0,13,3,0,0,3.0,4.0,2.0,3,3
3286,45,Travel_Rarely,Research & Development,10,4,Research Director,56050,1.0,12,2,1,0,2.0,3.0,3.0,3,3
3286,45,Travel_Rarely,Research & Development,10,4,Research Director,56050,1.0,12,2,1,0,2.0,3.0,3.0,3,3
3287,42,Travel_Rarely,Research & Development,20,2,Sales Representative,72950,1.0,15,3,9,7,2.0,2.0,2.0,3,3
3287,42,Travel_Rarely,Research & Development,20,2,Sales Representative,72950,1.0,15,3,9,7,2.0,2.0,2.0,3,3
3288,38,Travel_Frequently,Sales,4,3,Research Scientist,23060,2.0,19,5,4,1,1.0,1.0,2.0,3,3
3288,38,Travel_Frequently,Sales,4,3,Research Scientist,23060,2.0,19,5,4,1,1.0,1.0,2.0,3,3
3289,34,Travel_Frequently,Research & Development,7,4,Laboratory Technician,23480,1.0,14,3,5,1,3.0,4.0,3.0,3,3
3289,34,Travel_Frequently,Research & Development,7,4,Laboratory Technician,23480,1.0,14,3,5,1,3.0,4.0,3.0,3,3
7700,49,Travel_Rarely,Sales,7,2,Healthcare Representative,89980,1.0,14,2,9,7,3.0,4.0,4.0,4,3
7701,55,Travel_Rarely,Human Resources,16,3,Manufacturing Director,43190,4.0,11,3,9,7,3.0,4.0,2.0,4,3
3292,43,Travel_Rarely,Research & Development,25,2,Healthcare Representative,61320,6.0,13,3,4,1,2.0,1.0,3.0,2,3
3292,43,Travel_Rarely,Research & Development,25,2,Healthcare Representative,61320,6.0,13,3,4,1,2.0,1.0,3.0,2,3
3293,27,Travel_Rarely,Sales,2,4,Manager,33460,1.0,21,2,9,0,3.0,4.0,3.0,2,4
3293,27,Travel_Rarely,Sales,2,4,Manager,33460,1.0,21,2,9,0,3.0,4.0,3.0,2,4
3294,35,Travel_Rarely,Research & Development,1,3,Research Director,108550,3.0,13,2,8,1,3.0,3.0,4.0,3,3
3294,35,Travel_Rarely,Research & Development,1,3,Research Director,108550,3.0,13,2,8,1,3.0,3.0,4.0,3,3
3295,28,Travel_Rarely,Sales,1,2,Sales Executive,22310,1.0,12,3,8,7,2.0,2.0,3.0,2,3
3295,28,Travel_Rarely,Sales,1,2,Sales Executive,22310,1.0,12,3,8,7,2.0,2.0,3.0,2,3
3296,34,Travel_Rarely,Sales,2,5,Research Scientist,23230,0.0,17,2,3,0,3.0,,1.0,3,3
3296,34,Travel_Rarely,Sales,2,5,Research Scientist,23230,0.0,17,2,3,0,3.0,,1.0,3,3
7707,26,Travel_Frequently,Research & Development,22,4,Sales Executive,20240,1.0,23,2,8,1,3.0,3.0,3.0,3,4
3298,27,Non-Travel,Sales,1,3,Sales Executive,27130,1.0,11,2,0,0,4.0,4.0,2.0,3,3
3298,27,Non-Travel,Sales,1,3,Sales Executive,27130,1.0,11,2,0,0,4.0,4.0,2.0,3,3
3299,51,Travel_Rarely,Sales,16,3,Research Scientist,94390,2.0,15,0,20,4,1.0,3.0,2.0,3,3
3299,51,Travel_Rarely,Sales,16,3,Research Scientist,94390,2.0,15,0,20,4,1.0,3.0,2.0,3,3
3300,44,Travel_Rarely,Sales,24,5,Sales Executive,25660,9.0,11,3,5,2,4.0,2.0,2.0,3,3
3300,44,Travel_Rarely,Sales,24,5,Sales Executive,25660,9.0,11,3,5,2,4.0,2.0,2.0,3,3
3301,25,Travel_Rarely,Research & Development,17,3,Laboratory Technician,199260,7.0,11,5,4,0,1.0,1.0,2.0,4,3
3301,25,Travel_Rarely,Research & Development,17,3,Laboratory Technician,199260,7.0,11,5,4,0,1.0,1.0,2.0,4,3
3302,33,Travel_Rarely,Research & Development,8,4,Laboratory Technician,24510,1.0,13,3,9,0,1.0,1.0,3.0,2,3
3302,33,Travel_Rarely,Research & Development,8,4,Laboratory Technician,24510,1.0,13,3,9,0,1.0,1.0,3.0,2,3
3303,35,Travel_Rarely,Sales,6,4,Manager,94190,1.0,24,5,6,1,3.0,1.0,2.0,2,4
3303,35,Travel_Rarely,Sales,6,4,Manager,94190,1.0,24,5,6,1,3.0,1.0,2.0,2,4
3304,36,Travel_Rarely,Sales,10,4,Manager,86860,1.0,13,2,18,4,2.0,4.0,2.0,3,3
3304,36,Travel_Rarely,Sales,10,4,Manager,86860,1.0,13,2,18,4,2.0,4.0,2.0,3,3
3305,32,Travel_Rarely,Research & Development,3,4,Sales Executive,30380,2.0,20,3,5,0,2.0,4.0,2.0,3,4
3305,32,Travel_Rarely,Research & Development,3,4,Sales Executive,30380,2.0,20,3,5,0,2.0,4.0,2.0,3,4
3306,30,Travel_Frequently,Research & Development,4,5,Sales Representative,30580,9.0,14,2,5,0,2.0,4.0,2.0,3,3
3306,30,Travel_Frequently,Research & Development,4,5,Sales Representative,30580,9.0,14,2,5,0,2.0,4.0,2.0,3,3
3307,53,Travel_Rarely,Sales,6,3,Sales Executive,23250,7.0,18,1,5,0,1.0,4.0,3.0,4,3
3307,53,Travel_Rarely,Sales,6,3,Sales Executive,23250,7.0,18,1,5,0,1.0,4.0,3.0,4,3
3308,45,Travel_Rarely,Research & Development,1,5,Healthcare Representative,20880,4.0,15,2,5,0,4.0,1.0,3.0,3,3
3308,45,Travel_Rarely,Research & Development,1,5,Healthcare Representative,20880,4.0,15,2,5,0,4.0,1.0,3.0,3,3
3309,32,Travel_Rarely,Sales,10,3,Human Resources,30720,5.0,12,4,5,1,3.0,3.0,2.0,1,3
3309,32,Travel_Rarely,Sales,10,3,Human Resources,30720,5.0,12,4,5,1,3.0,3.0,2.0,1,3
3310,52,Travel_Frequently,Research & Development,1,1,Laboratory Technician,50060,3.0,16,2,9,0,3.0,4.0,3.0,3,3
3310,52,Travel_Frequently,Research & Development,1,1,Laboratory Technician,50060,3.0,16,2,9,0,3.0,4.0,3.0,3,3
3311,37,Travel_Rarely,Sales,24,2,Laboratory Technician,42570,4.0,15,2,1,0,4.0,3.0,3.0,3,3
3311,37,Travel_Rarely,Sales,24,2,Laboratory Technician,42570,4.0,15,2,1,0,4.0,3.0,3.0,3,3
3312,28,Travel_Rarely,Research & Development,21,4,Healthcare Representative,25000,1.0,16,3,5,0,2.0,4.0,3.0,3,3
3312,28,Travel_Rarely,Research & Development,21,4,Healthcare Representative,25000,1.0,16,3,5,0,2.0,4.0,3.0,3,3
3313,22,Travel_Rarely,Research & Development,2,2,Sales Representative,11020,6.0,19,3,2,2,4.0,4.0,1.0,2,3
3313,22,Travel_Rarely,Research & Development,2,2,Sales Representative,11020,6.0,19,3,2,2,4.0,4.0,1.0,2,3
3314,44,Travel_Rarely,Research & Development,22,3,Laboratory Technician,104530,2.0,11,2,3,0,1.0,4.0,2.0,3,3
3314,44,Travel_Rarely,Research & Development,22,3,Laboratory Technician,104530,2.0,11,2,3,0,1.0,4.0,2.0,3,3
3315,42,Travel_Frequently,Sales,13,4,Laboratory Technician,22880,5.0,16,4,2,2,2.0,4.0,3.0,2,3
3315,42,Travel_Frequently,Sales,13,4,Laboratory Technician,22880,5.0,16,4,2,2,2.0,4.0,3.0,2,3
3316,36,Travel_Rarely,Research & Development,14,3,Research Scientist,39290,0.0,24,6,5,0,1.0,1.0,3.0,2,4
3316,36,Travel_Rarely,Research & Development,14,3,Research Scientist,39290,0.0,24,6,5,0,1.0,1.0,3.0,2,4
3317,25,Travel_Rarely,Sales,11,3,Laboratory Technician,23110,1.0,11,2,5,0,3.0,1.0,3.0,3,3
3317,25,Travel_Rarely,Sales,11,3,Laboratory Technician,23110,1.0,11,2,5,0,3.0,1.0,3.0,3,3
3318,35,Travel_Rarely,Research & Development,9,2,Healthcare Representative,31400,1.0,13,2,17,5,4.0,3.0,3.0,2,3
3318,35,Travel_Rarely,Research & Development,9,2,Healthcare Representative,31400,1.0,13,2,17,5,4.0,3.0,3.0,2,3
7729,35,Travel_Frequently,Sales,8,2,Laboratory Technician,36900,1.0,13,2,10,7,4.0,2.0,2.0,4,3
3320,32,Non-Travel,Research & Development,21,3,Sales Executive,44500,0.0,13,3,3,0,4.0,4.0,3.0,3,3
3320,32,Non-Travel,Research & Development,21,3,Sales Executive,44500,0.0,13,3,3,0,4.0,4.0,3.0,3,3
3321,25,Travel_Rarely,Sales,5,3,Research Scientist,27560,1.0,12,2,5,0,3.0,1.0,4.0,3,3
3321,25,Travel_Rarely,Sales,5,3,Research Scientist,27560,1.0,12,2,5,0,3.0,1.0,4.0,3,3
3322,49,Travel_Rarely,Sales,9,3,Sales Representative,190330,2.0,18,5,4,0,3.0,1.0,3.0,3,3
3322,49,Travel_Rarely,Sales,9,3,Sales Representative,190330,2.0,18,5,4,0,3.0,1.0,3.0,3,3
3323,24,Non-Travel,Research & Development,2,5,Healthcare Representative,187220,0.0,22,3,5,3,1.0,4.0,2.0,3,4
3323,24,Non-Travel,Research & Development,2,5,Healthcare Representative,187220,0.0,22,3,5,3,1.0,4.0,2.0,3,4
3324,32,Travel_Frequently,Research & Development,12,5,Research Scientist,95470,1.0,13,3,10,5,2.0,2.0,3.0,2,3
3324,32,Travel_Frequently,Research & Development,12,5,Research Scientist,95470,1.0,13,3,10,5,2.0,2.0,3.0,2,3
3325,38,Travel_Rarely,Sales,22,2,Sales Executive,137340,0.0,13,3,2,1,2.0,2.0,3.0,4,3
3325,38,Travel_Rarely,Sales,22,2,Sales Executive,137340,0.0,13,3,2,1,2.0,2.0,3.0,4,3
3326,42,Travel_Rarely,Research & Development,18,1,Research Scientist,199990,2.0,23,6,5,1,3.0,4.0,2.0,3,4
3326,42,Travel_Rarely,Research & Development,18,1,Research Scientist,199990,2.0,23,6,5,1,3.0,4.0,2.0,3,4
3327,31,Travel_Rarely,Research & Development,16,3,Sales Executive,22790,3.0,12,3,6,0,4.0,4.0,3.0,3,3
3327,31,Travel_Rarely,Research & Development,16,3,Sales Executive,22790,3.0,12,3,6,0,4.0,4.0,3.0,3,3
7738,29,Travel_Rarely,Sales,3,3,Laboratory Technician,59160,6.0,12,2,3,0,2.0,3.0,3.0,3,3
3329,53,Travel_Rarely,Research & Development,9,3,Sales Representative,20890,5.0,16,2,2,2,1.0,4.0,3.0,2,3
3329,53,Travel_Rarely,Research & Development,9,3,Sales Representative,20890,5.0,16,2,2,2,1.0,4.0,3.0,2,3
3330,35,Travel_Rarely,Research & Development,1,3,Healthcare Representative,167920,3.0,12,3,13,4,4.0,2.0,3.0,4,3
3330,35,Travel_Rarely,Research & Development,1,3,Healthcare Representative,167920,3.0,12,3,13,4,4.0,2.0,3.0,4,3
3331,37,Travel_Frequently,Research & Development,13,4,Human Resources,35640,5.0,11,1,5,0,3.0,4.0,3.0,1,3
3331,37,Travel_Frequently,Research & Development,13,4,Human Resources,35640,5.0,11,1,5,0,3.0,4.0,3.0,1,3
3332,53,Travel_Rarely,Research & Development,1,1,Sales Executive,44250,6.0,22,2,12,3,4.0,4.0,3.0,4,4
3332,53,Travel_Rarely,Research & Development,1,1,Sales Executive,44250,6.0,22,2,12,3,4.0,4.0,3.0,4,4
3333,43,Travel_Frequently,Research & Development,1,3,Laboratory Technician,52650,4.0,11,4,5,2,4.0,4.0,2.0,3,3
3333,43,Travel_Frequently,Research & Development,1,3,Laboratory Technician,52650,4.0,11,4,5,2,4.0,4.0,2.0,3,3
3334,47,Travel_Rarely,Sales,15,4,Research Director,65530,0.0,15,2,7,7,3.0,4.0,3.0,3,3
3334,47,Travel_Rarely,Sales,15,4,Research Director,65530,0.0,15,2,7,7,3.0,4.0,3.0,3,3
3335,37,Non-Travel,Research & Development,1,5,Research Scientist,62610,1.0,12,1,10,0,1.0,2.0,3.0,3,3
3335,37,Non-Travel,Research & Development,1,5,Research Scientist,62610,1.0,12,1,10,0,1.0,2.0,3.0,3,3
3336,50,Non-Travel,Research & Development,17,3,Laboratory Technician,42980,1.0,20,6,31,14,1.0,1.0,3.0,3,4
3336,50,Non-Travel,Research & Development,17,3,Laboratory Technician,42980,1.0,20,6,31,14,1.0,1.0,3.0,3,4
3337,39,Travel_Rarely,Research & Development,1,3,Human Resources,68040,8.0,14,3,5,0,4.0,4.0,3.0,2,3
3337,39,Travel_Rarely,Research & Development,1,3,Human Resources,68040,8.0,14,3,5,0,4.0,4.0,3.0,2,3
3338,33,Travel_Rarely,Sales,7,3,Manufacturing Director,38150,3.0,11,3,4,0,4.0,2.0,4.0,3,3
3338,33,Travel_Rarely,Sales,7,3,Manufacturing Director,38150,3.0,11,3,4,0,4.0,2.0,4.0,3,3
7749,32,Travel_Rarely,Research & Development,9,1,Laboratory Technician,27410,1.0,15,5,1,0,1.0,4.0,1.0,2,3
3340,29,Travel_Rarely,Research & Development,5,4,Healthcare Representative,66730,6.0,12,2,4,0,1.0,4.0,,4,3
3340,29,Travel_Rarely,Research & Development,5,4,Healthcare Representative,66730,6.0,12,2,4,0,1.0,4.0,,4,3
3341,44,Travel_Rarely,Research & Development,26,2,Manufacturing Director,76390,1.0,14,6,8,7,2.0,1.0,3.0,3,3
3341,44,Travel_Rarely,Research & Development,26,2,Manufacturing Director,76390,1.0,14,6,8,7,2.0,1.0,3.0,3,3
3342,28,Travel_Rarely,Sales,24,5,Research Scientist,23280,1.0,11,3,4,0,1.0,4.0,3.0,3,3
3342,28,Travel_Rarely,Sales,24,5,Research Scientist,23280,1.0,11,3,4,0,1.0,4.0,3.0,3,3
7753,58,Travel_Frequently,Sales,9,2,Sales Executive,21530,9.0,11,3,1,0,4.0,4.0,2.0,3,3
3344,43,Travel_Rarely,Sales,7,4,Sales Executive,48760,4.0,16,4,1,0,1.0,2.0,4.0,3,3
3344,43,Travel_Rarely,Sales,7,4,Sales Executive,48760,4.0,16,4,1,0,1.0,2.0,4.0,3,3
7755,20,Travel_Rarely,Research & Development,11,3,Sales Executive,93960,1.0,12,6,2,0,3.0,3.0,2.0,1,3
7756,21,Travel_Rarely,Research & Development,1,3,Sales Executive,104000,1.0,13,2,1,0,4.0,4.0,2.0,3,3
3347,36,Travel_Rarely,Research & Development,26,4,Laboratory Technician,84740,0.0,14,3,16,4,3.0,4.0,2.0,3,3
3347,36,Travel_Rarely,Research & Development,26,4,Laboratory Technician,84740,0.0,14,3,16,4,3.0,4.0,2.0,3,3
3348,47,Travel_Rarely,Research & Development,2,3,Manufacturing Director,99810,1.0,21,3,3,1,4.0,4.0,2.0,3,4
3348,47,Travel_Rarely,Research & Development,2,3,Manufacturing Director,99810,1.0,21,3,3,1,4.0,4.0,2.0,3,4
7759,22,Travel_Rarely,Research & Development,15,4,Laboratory Technician,124900,0.0,13,3,3,0,2.0,3.0,4.0,3,3
7760,41,Travel_Rarely,Research & Development,23,3,Sales Executive,26570,4.0,11,3,7,1,2.0,4.0,2.0,4,3
3351,28,Travel_Rarely,Research & Development,10,3,Manager,135910,5.0,20,2,2,2,3.0,3.0,3.0,3,4
3351,28,Travel_Rarely,Research & Development,10,3,Manager,135910,5.0,20,2,2,2,3.0,3.0,3.0,3,4
7762,39,Travel_Rarely,Research & Development,10,4,Human Resources,66960,7.0,11,3,2,2,4.0,1.0,1.0,3,3
3353,27,Travel_Rarely,Research & Development,1,3,Research Scientist,20580,1.0,14,5,1,0,2.0,3.0,3.0,3,3
3353,27,Travel_Rarely,Research & Development,1,3,Research Scientist,20580,1.0,14,5,1,0,2.0,3.0,3.0,3,3
3354,34,Travel_Rarely,Research & Development,12,2,Human Resources,88650,1.0,11,0,1,1,2.0,2.0,3.0,3,3
3354,34,Travel_Rarely,Research & Development,12,2,Human Resources,88650,1.0,11,0,1,1,2.0,2.0,3.0,3,3
3355,42,Travel_Rarely,Sales,11,1,Human Resources,59400,7.0,16,2,5,0,3.0,3.0,3.0,2,3
3355,42,Travel_Rarely,Sales,11,1,Human Resources,59400,7.0,16,2,5,0,3.0,3.0,3.0,2,3
3356,33,Travel_Rarely,Sales,2,3,Sales Executive,59140,3.0,16,4,3,0,3.0,1.0,3.0,3,3
3356,33,Travel_Rarely,Sales,2,3,Sales Executive,59140,3.0,16,4,3,0,3.0,1.0,3.0,3,3
3357,58,Travel_Rarely,Research & Development,2,4,Research Scientist,26220,2.0,23,3,6,0,3.0,2.0,3.0,3,4
3357,58,Travel_Rarely,Research & Development,2,4,Research Scientist,26220,2.0,23,3,6,0,3.0,2.0,3.0,3,4
3358,31,Travel_Rarely,Sales,1,3,Sales Representative,121850,3.0,14,2,7,5,2.0,3.0,4.0,3,3
3358,31,Travel_Rarely,Sales,1,3,Sales Representative,121850,3.0,14,2,7,5,2.0,3.0,4.0,3,3
3359,35,Travel_Rarely,Research & Development,2,1,Healthcare Representative,106090,1.0,22,3,10,0,4.0,4.0,1.0,3,4
3359,35,Travel_Rarely,Research & Development,2,1,Healthcare Representative,106090,1.0,22,3,10,0,4.0,4.0,1.0,3,4
3360,49,Travel_Rarely,Research & Development,25,2,Sales Executive,43450,4.0,15,3,26,1,1.0,2.0,2.0,2,3
3360,49,Travel_Rarely,Research & Development,25,2,Sales Executive,43450,4.0,15,3,26,1,1.0,2.0,2.0,2,3
3361,48,Travel_Rarely,Research & Development,1,4,Research Scientist,21770,4.0,18,4,0,0,4.0,3.0,2.0,3,3
3361,48,Travel_Rarely,Research & Development,1,4,Research Scientist,21770,4.0,18,4,0,0,4.0,3.0,2.0,3,3
3362,31,Non-Travel,Research & Development,1,2,Sales Executive,27930,1.0,16,4,9,0,4.0,3.0,2.0,3,3
3362,31,Non-Travel,Research & Development,1,2,Sales Executive,27930,1.0,16,4,9,0,4.0,3.0,2.0,3,3
3363,36,Travel_Rarely,Human Resources,2,4,Sales Executive,79180,2.0,12,3,6,0,2.0,4.0,3.0,2,3
3363,36,Travel_Rarely,Human Resources,2,4,Sales Executive,79180,2.0,12,3,6,0,2.0,4.0,3.0,2,3
3364,38,Travel_Rarely,Sales,6,3,Sales Executive,87890,1.0,11,4,15,5,4.0,1.0,3.0,3,3
3364,38,Travel_Rarely,Sales,6,3,Sales Executive,87890,1.0,11,4,15,5,4.0,1.0,3.0,3,3
3365,32,Non-Travel,Sales,18,3,Laboratory Technician,23890,6.0,12,4,3,0,3.0,2.0,3.0,2,3
3365,32,Non-Travel,Sales,18,3,Laboratory Technician,23890,6.0,12,4,3,0,3.0,2.0,3.0,2,3
7776,25,Travel_Rarely,Research & Development,1,2,Sales Executive,32120,1.0,15,3,1,0,3.0,2.0,3.0,2,3
3367,40,Travel_Rarely,Research & Development,1,4,Research Scientist,192320,2.0,14,3,1,0,1.0,2.0,2.0,3,3
3367,40,Travel_Rarely,Research & Development,1,4,Research Scientist,192320,2.0,14,3,1,0,1.0,2.0,2.0,3,3
3368,26,Travel_Frequently,Sales,11,3,Healthcare Representative,22670,1.0,19,2,7,0,3.0,1.0,3.0,2,3
3368,26,Travel_Frequently,Sales,11,3,Healthcare Representative,22670,1.0,19,2,7,0,3.0,1.0,3.0,2,3
3369,41,Travel_Rarely,Research & Development,1,4,Research Scientist,195170,2.0,13,5,18,2,4.0,1.0,3.0,3,3
3369,41,Travel_Rarely,Research & Development,1,4,Research Scientist,195170,2.0,13,5,18,2,4.0,1.0,3.0,3,3
3370,36,Travel_Rarely,Research & Development,9,3,Healthcare Representative,24360,4.0,13,3,11,3,3.0,3.0,3.0,1,3
3370,36,Travel_Rarely,Research & Development,9,3,Healthcare Representative,24360,4.0,13,3,11,3,3.0,3.0,3.0,1,3
7781,19,Travel_Rarely,Research & Development,15,3,Research Scientist,160640,1.0,15,3,1,0,4.0,2.0,4.0,3,3
7782,20,Travel_Rarely,Research & Development,29,3,Laboratory Technician,27070,1.0,11,2,1,0,1.0,1.0,3.0,3,3
3373,31,Travel_Rarely,Research & Development,1,4,Research Director,190680,0.0,12,1,9,8,4.0,4.0,1.0,3,3
3373,31,Travel_Rarely,Research & Development,1,4,Research Director,190680,0.0,12,1,9,8,4.0,4.0,1.0,3,3
3374,40,Travel_Frequently,Sales,1,3,Research Scientist,39310,8.0,19,2,1,0,4.0,2.0,3.0,2,3
3374,40,Travel_Frequently,Sales,1,3,Research Scientist,39310,8.0,19,2,1,0,4.0,2.0,3.0,2,3
3375,32,Travel_Rarely,Research & Development,24,3,Laboratory Technician,37300,1.0,25,4,8,6,3.0,1.0,4.0,3,4
3375,32,Travel_Rarely,Research & Development,24,3,Laboratory Technician,37300,1.0,25,4,8,6,3.0,1.0,4.0,3,4
7786,36,Travel_Rarely,Research & Development,10,3,Sales Executive,22320,1.0,12,2,16,3,3.0,4.0,3.0,3,3
3377,33,Travel_Rarely,Research & Development,1,4,Manufacturing Director,44650,0.0,13,3,5,1,2.0,4.0,3.0,3,3
3377,33,Travel_Rarely,Research & Development,1,4,Manufacturing Director,44650,0.0,13,3,5,1,2.0,4.0,3.0,3,3
7788,37,Travel_Rarely,Sales,10,4,Human Resources,30720,5.0,14,3,14,11,1.0,3.0,1.0,2,3
3379,45,Non-Travel,Research & Development,8,1,Sales Executive,33190,1.0,12,3,9,0,3.0,2.0,2.0,3,3
3379,45,Non-Travel,Research & Development,8,1,Sales Executive,33190,1.0,12,3,9,0,3.0,2.0,2.0,3,3
3380,29,Travel_Frequently,Research & Development,29,1,Sales Representative,192020,1.0,12,5,3,0,3.0,4.0,3.0,3,3
3380,29,Travel_Frequently,Research & Development,29,1,Sales Representative,192020,1.0,12,5,3,0,3.0,4.0,3.0,3,3
3381,35,Travel_Rarely,Human Resources,1,3,Laboratory Technician,136750,1.0,15,5,5,1,3.0,3.0,3.0,2,3
3381,35,Travel_Rarely,Human Resources,1,3,Laboratory Technician,136750,1.0,15,5,5,1,3.0,3.0,3.0,2,3
3382,52,Travel_Rarely,Research & Development,5,4,Laboratory Technician,29110,2.0,17,3,9,7,4.0,4.0,2.0,3,3
3382,52,Travel_Rarely,Research & Development,5,4,Laboratory Technician,29110,2.0,17,3,9,7,4.0,4.0,2.0,3,3
7793,58,Travel_Rarely,Sales,9,2,Sales Executive,59570,4.0,14,2,1,0,4.0,3.0,3.0,1,3
3384,53,Travel_Rarely,Research & Development,9,3,Manager,39200,6.0,16,3,17,15,3.0,3.0,4.0,3,3
3384,53,Travel_Rarely,Research & Development,9,3,Manager,39200,6.0,16,3,17,15,3.0,3.0,4.0,3,3
3385,30,Travel_Rarely,Sales,3,4,Sales Executive,64340,5.0,14,3,8,7,3.0,3.0,4.0,2,3
3385,30,Travel_Rarely,Sales,3,4,Sales Executive,64340,5.0,14,3,8,7,3.0,3.0,4.0,2,3
3386,38,Non-Travel,Sales,4,3,Research Director,100480,1.0,23,2,5,1,3.0,4.0,3.0,3,4
3386,38,Non-Travel,Sales,4,3,Research Director,100480,1.0,23,2,5,1,3.0,4.0,3.0,3,4
3387,35,Travel_Rarely,Sales,1,2,Healthcare Representative,109380,6.0,14,2,10,0,4.0,4.0,3.0,1,3
3387,35,Travel_Rarely,Sales,1,2,Healthcare Representative,109380,6.0,14,2,10,0,4.0,4.0,3.0,1,3
3388,39,Travel_Rarely,Sales,1,1,Research Scientist,23400,0.0,11,2,8,0,,3.0,3.0,2,3
3388,39,Travel_Rarely,Sales,1,1,Research Scientist,23400,0.0,11,2,8,0,,3.0,3.0,2,3
7799,40,Non-Travel,Research & Development,2,4,Human Resources,65450,4.0,15,2,1,0,2.0,2.0,2.0,3,3
3390,47,Travel_Frequently,Research & Development,7,4,Sales Executive,69310,1.0,11,3,19,2,3.0,3.0,4.0,3,3
3390,47,Travel_Frequently,Research & Development,7,4,Sales Executive,69310,1.0,11,3,19,2,3.0,3.0,4.0,3,3
3391,36,Non-Travel,Sales,28,1,Research Scientist,48980,4.0,13,3,7,0,1.0,4.0,3.0,3,3
3391,36,Non-Travel,Sales,28,1,Research Scientist,48980,4.0,13,3,7,0,1.0,4.0,3.0,3,3
7802,31,Non-Travel,Research & Development,28,4,Research Scientist,25930,0.0,21,2,3,1,3.0,1.0,3.0,3,4
3393,33,Non-Travel,Sales,15,3,Research Director,194360,1.0,19,4,10,6,4.0,3.0,3.0,3,3
3393,33,Non-Travel,Sales,15,3,Research Director,194360,1.0,19,4,10,6,4.0,3.0,3.0,3,3
7804,29,Travel_Rarely,Human Resources,3,5,Sales Executive,27230,6.0,11,2,0,0,4.0,1.0,3.0,2,3
3395,33,Travel_Rarely,Research & Development,2,2,Laboratory Technician,34790,3.0,12,3,3,0,2.0,4.0,3.0,3,3
3395,33,Travel_Rarely,Research & Development,2,2,Laboratory Technician,34790,3.0,12,3,3,0,2.0,4.0,3.0,3,3
3396,45,Travel_Rarely,Research & Development,26,1,Healthcare Representative,27940,3.0,19,2,5,0,4.0,4.0,3.0,3,3
3396,45,Travel_Rarely,Research & Development,26,1,Healthcare Representative,27940,3.0,19,2,5,0,4.0,4.0,3.0,3,3
3397,50,Travel_Rarely,Sales,10,1,Manufacturing Director,52490,9.0,21,2,5,1,4.0,4.0,2.0,2,4
3397,50,Travel_Rarely,Sales,10,1,Manufacturing Director,52490,9.0,21,2,5,1,4.0,4.0,2.0,2,4
3398,33,Travel_Frequently,Sales,1,3,Human Resources,21760,1.0,14,2,6,1,3.0,2.0,3.0,2,3
3398,33,Travel_Frequently,Sales,1,3,Human Resources,21760,1.0,14,2,6,1,3.0,2.0,3.0,2,3
3399,41,Travel_Frequently,Sales,11,3,Laboratory Technician,168720,2.0,15,2,18,0,1.0,3.0,4.0,3,3
3399,41,Travel_Frequently,Sales,11,3,Laboratory Technician,168720,2.0,15,2,18,0,1.0,3.0,4.0,3,3
3400,27,Travel_Rarely,Research & Development,20,4,Manufacturing Director,34850,9.0,17,2,2,2,3.0,2.0,3.0,3,3
3400,27,Travel_Rarely,Research & Development,20,4,Manufacturing Director,34850,9.0,17,2,2,2,3.0,2.0,3.0,3,3
3401,45,Non-Travel,Sales,2,3,Sales Executive,66440,1.0,12,3,9,0,4.0,1.0,3.0,4,3
3401,45,Non-Travel,Sales,2,3,Sales Executive,66440,1.0,12,3,9,0,4.0,1.0,3.0,4,3
3402,47,Travel_Rarely,Sales,18,4,Research Scientist,55820,1.0,16,3,9,0,4.0,4.0,3.0,3,3
3402,47,Travel_Rarely,Sales,18,4,Research Scientist,55820,1.0,16,3,9,0,4.0,4.0,3.0,3,3
7813,30,Travel_Rarely,Sales,2,3,Healthcare Representative,40000,4.0,12,5,5,0,1.0,3.0,3.0,2,3
3404,50,Travel_Rarely,Research & Development,1,3,Sales Executive,134960,3.0,18,3,12,1,4.0,3.0,3.0,3,3
3404,50,Travel_Rarely,Research & Development,1,3,Sales Executive,134960,3.0,18,3,12,1,4.0,3.0,3.0,3,3
3405,38,Travel_Frequently,Research & Development,13,3,Manufacturing Director,32100,0.0,17,5,2,0,3.0,3.0,2.0,2,3
3405,38,Travel_Frequently,Research & Development,13,3,Manufacturing Director,32100,0.0,17,5,2,0,3.0,3.0,2.0,2,3
3406,46,Travel_Rarely,Research & Development,28,3,Human Resources,190450,6.0,11,2,8,0,4.0,3.0,3.0,3,3
3406,46,Travel_Rarely,Research & Development,28,3,Human Resources,190450,6.0,11,2,8,0,4.0,3.0,3.0,3,3
3407,24,Travel_Rarely,Sales,28,3,Healthcare Representative,118490,1.0,16,3,4,3,4.0,3.0,3.0,3,3
3407,24,Travel_Rarely,Sales,28,3,Healthcare Representative,118490,1.0,16,3,4,3,4.0,3.0,3.0,3,3
7818,35,Travel_Rarely,Sales,24,3,Healthcare Representative,20700,1.0,13,1,4,0,3.0,2.0,1.0,2,3
