EmployeeID,Age,BusinessTravel,Department,DistanceFromHome,Education,JobRole,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,retiro_2016,renuncia2016
3646,38,Travel_Rarely,Sales,2,4,Research Scientist,107250,3.0,18,5,7,1,2.0,1.0,3.0,2,3,,0
3647,34,Travel_Rarely,Sales,4,3,Research Scientist,88470,1.0,16,3,10,9,3.0,1.0,4.0,4,3,,0
3648,25,Travel_Rarely,Research & Development,6,2,Research Scientist,20450,3.0,19,3,3,1,4.0,4.0,2.0,3,3,,0
3649,58,Travel_Rarely,Sales,1,4,Sales Executive,10090,7.0,13,3,10,5,3.0,1.0,2.0,4,3,Resignation,1
3650,40,Travel_Rarely,Research & Development,14,4,Research Scientist,33480,3.0,22,2,4,0,2.0,2.0,3.0,1,4,,0
3651,36,Travel_Frequently,Sales,16,2,Research Scientist,12810,2.0,11,2,15,6,1.0,1.0,2.0,3,3,,0
3652,48,Travel_Rarely,Research & Development,2,1,Research Scientist,28190,1.0,20,2,10,0,4.0,4.0,3.0,2,4,,0
3653,27,Travel_Rarely,Research & Development,2,3,Laboratory Technician,48510,8.0,18,2,1,0,3.0,4.0,3.0,3,3,,0
3654,51,Travel_Rarely,Research & Development,4,1,Manufacturing Director,40280,3.0,14,3,5,0,4.0,2.0,2.0,3,3,,0
3656,35,Travel_Rarely,Research & Development,1,4,Research Director,81200,0.0,13,2,9,0,4.0,4.0,3.0,2,3,,0
3657,27,Travel_Frequently,Research & Development,26,4,Research Director,46470,3.0,17,3,6,0,4.0,4.0,3.0,4,3,,0
3658,55,Travel_Rarely,Research & Development,19,3,Human Resources,46800,6.0,14,0,19,3,1.0,3.0,2.0,4,3,Resignation,1
3659,56,Travel_Rarely,Research & Development,24,4,Laboratory Technician,32210,4.0,15,2,19,15,4.0,2.0,3.0,3,3,,0
3660,34,Non-Travel,Sales,1,2,Research Scientist,86210,1.0,17,1,5,0,1.0,3.0,3.0,3,3,,0
3661,40,Travel_Rarely,Research & Development,3,3,Sales Executive,45770,5.0,11,3,12,11,2.0,3.0,3.0,2,3,,0
3662,34,Travel_Rarely,Research & Development,5,3,Research Scientist,45530,4.0,18,2,8,7,2.0,3.0,3.0,4,3,,0
3663,31,Travel_Frequently,Research & Development,2,2,Manufacturing Director,53960,7.0,17,2,1,0,3.0,4.0,4.0,1,3,Resignation,1
3664,35,Travel_Frequently,Research & Development,1,2,Manufacturing Director,67960,0.0,13,2,4,3,4.0,3.0,2.0,3,3,Resignation,1
3665,38,Travel_Frequently,Research & Development,7,3,Sales Representative,76250,1.0,15,2,4,0,4.0,3.0,3.0,2,3,,0
3666,34,Travel_Rarely,Research & Development,10,4,Laboratory Technician,74120,1.0,24,4,14,4,3.0,4.0,4.0,3,4,,0
3667,28,Travel_Rarely,Research & Development,2,3,Healthcare Representative,111590,1.0,12,2,5,0,3.0,1.0,3.0,3,3,,0
3668,31,Travel_Rarely,Research & Development,15,2,Sales Executive,49600,1.0,15,3,10,6,4.0,3.0,2.0,2,3,Resignation,1
3669,39,Travel_Rarely,Research & Development,17,4,Healthcare Representative,104750,3.0,11,3,5,1,1.0,4.0,4.0,3,3,,0
3670,51,Travel_Frequently,Research & Development,20,3,Sales Executive,148140,2.0,11,2,4,3,2.0,2.0,3.0,2,3,,0
3671,41,Travel_Frequently,Research & Development,1,3,Sales Executive,191410,3.0,12,2,6,3,4.0,4.0,2.0,3,3,,0
3672,37,Travel_Rarely,Research & Development,2,2,Healthcare Representative,54050,7.0,15,3,6,1,3.0,3.0,3.0,4,3,,0
3673,33,Travel_Frequently,Research & Development,2,3,Sales Executive,87930,6.0,17,2,5,1,2.0,4.0,4.0,3,3,,0
3674,32,Travel_Rarely,Research & Development,1,4,Research Director,191890,0.0,12,3,3,1,3.0,2.0,2.0,3,3,,0
3675,39,Non-Travel,Research & Development,29,2,Sales Executive,38750,3.0,15,3,6,0,3.0,3.0,3.0,3,3,,0
3676,25,Travel_Rarely,Research & Development,7,4,Sales Executive,22160,2.0,13,2,3,1,1.0,3.0,2.0,2,3,,0
3677,52,Travel_Frequently,Research & Development,2,1,Sales Executive,117130,2.0,14,2,5,0,4.0,3.0,2.0,3,3,,0
3678,43,Travel_Rarely,Research & Development,2,2,Laboratory Technician,78610,1.0,14,1,20,1,1.0,3.0,1.0,3,3,,0
3679,27,Travel_Rarely,Research & Development,2,4,Human Resources,37080,1.0,16,2,6,4,4.0,4.0,3.0,3,3,,0
3680,27,Travel_Rarely,Research & Development,2,5,Research Scientist,137700,1.0,18,3,8,7,4.0,3.0,3.0,4,3,Resignation,1
3681,26,Travel_Rarely,Research & Development,2,2,Laboratory Technician,53040,0.0,20,2,4,1,1.0,4.0,3.0,3,4,,0
3683,52,Travel_Rarely,Research & Development,5,2,Healthcare Representative,27590,9.0,18,6,5,0,3.0,1.0,1.0,3,3,,0
3684,37,Travel_Rarely,Research & Development,20,5,Manager,68040,4.0,13,1,3,0,1.0,3.0,3.0,3,3,,0
3685,35,Travel_Frequently,Research & Development,6,4,Research Director,61420,2.0,15,2,2,2,3.0,4.0,3.0,3,3,,0
3686,25,Travel_Rarely,Research & Development,1,4,Sales Executive,25000,4.0,14,2,3,0,1.0,4.0,2.0,1,3,,0
3687,26,Travel_Rarely,Research & Development,29,4,Research Scientist,63890,0.0,22,2,7,0,3.0,1.0,3.0,2,4,,0
3688,29,Travel_Rarely,Sales,9,3,Laboratory Technician,111030,1.0,12,5,10,0,2.0,1.0,2.0,2,3,,0
3689,49,Travel_Frequently,Sales,6,5,Healthcare Representative,23420,3.0,18,2,4,1,1.0,1.0,3.0,3,3,Resignation,1
3690,29,Travel_Frequently,Sales,3,2,Laboratory Technician,68110,0.0,15,2,8,7,3.0,4.0,3.0,3,3,Resignation,1
3691,54,Travel_Rarely,Sales,1,3,Manager,22970,6.0,18,2,20,12,4.0,4.0,2.0,2,3,,0
3692,58,Travel_Rarely,Sales,22,3,Laboratory Technician,24500,3.0,12,2,9,1,4.0,1.0,3.0,3,3,,0
3693,55,Travel_Rarely,Research & Development,7,3,Research Scientist,50930,2.0,16,3,7,0,2.0,4.0,4.0,3,3,,0
3694,36,Travel_Rarely,Research & Development,1,3,Sales Executive,53090,3.0,13,5,5,0,1.0,2.0,3.0,3,3,,0
3695,31,Travel_Frequently,Sales,4,3,Manager,30570,1.0,19,3,1,0,2.0,3.0,3.0,3,3,Resignation,1
3696,30,Travel_Rarely,Sales,3,3,Sales Executive,51210,7.0,13,4,3,0,4.0,1.0,3.0,3,3,,0
3697,31,Travel_Rarely,Research & Development,1,3,Laboratory Technician,168560,3.0,12,3,3,1,1.0,2.0,4.0,3,3,,0
3698,34,Travel_Frequently,Sales,2,1,Manager,26860,5.0,11,3,4,1,4.0,1.0,3.0,4,3,,0
3699,31,Travel_Rarely,Sales,20,3,Research Scientist,61800,1.0,14,2,1,0,1.0,2.0,4.0,1,3,Resignation,1
3700,27,Travel_Rarely,Human Resources,11,4,Sales Executive,66320,0.0,16,3,5,1,2.0,1.0,4.0,3,3,,0
3701,36,Travel_Rarely,Sales,1,3,Research Scientist,35050,1.0,12,2,10,1,1.0,4.0,2.0,2,3,,0
3702,36,Travel_Rarely,Research & Development,24,3,Research Director,63970,4.0,14,3,3,0,3.0,1.0,2.0,3,3,,0
3703,47,Travel_Rarely,Research & Development,23,4,Sales Executive,62740,7.0,14,0,6,1,1.0,4.0,2.0,3,3,,0
3704,25,Travel_Rarely,Sales,16,4,Research Scientist,198590,3.0,19,3,3,2,1.0,1.0,3.0,2,3,Resignation,1
3705,37,Non-Travel,Sales,8,4,Healthcare Representative,75870,0.0,22,5,6,1,3.0,3.0,1.0,3,4,,0
3706,56,Travel_Rarely,Research & Development,10,4,Sales Representative,42580,2.0,16,2,3,1,1.0,1.0,4.0,3,3,,0
3707,47,Travel_Rarely,Research & Development,3,2,Laboratory Technician,43640,3.0,11,3,20,5,1.0,3.0,4.0,3,3,,0
3708,24,Travel_Rarely,Research & Development,5,1,Manufacturing Director,43350,1.0,15,5,5,0,4.0,3.0,3.0,3,3,,0
3709,32,Travel_Rarely,Sales,4,3,Research Scientist,53260,4.0,14,2,4,0,4.0,4.0,2.0,3,3,,0
3710,34,Travel_Rarely,Research & Development,9,2,Sales Executive,32800,5.0,13,3,5,0,4.0,2.0,2.0,3,3,,0
3711,41,Travel_Rarely,Research & Development,26,3,Sales Executive,54850,2.0,17,2,4,0,2.0,3.0,2.0,3,3,,0
3712,40,Non-Travel,Sales,3,2,Sales Executive,43420,3.0,11,6,8,0,3.0,3.0,4.0,2,3,,0
3713,31,Travel_Rarely,Research & Development,16,3,Human Resources,27820,1.0,19,5,13,9,1.0,4.0,3.0,3,3,,0
3714,46,Travel_Rarely,Research & Development,18,1,Manufacturing Director,59800,4.0,11,2,7,4,1.0,4.0,4.0,3,3,Resignation,1
3715,39,Non-Travel,Research & Development,2,4,Manufacturing Director,43810,2.0,15,1,1,0,1.0,1.0,4.0,2,3,Fired,0
3716,31,Travel_Frequently,Sales,2,3,Sales Executive,25720,1.0,13,3,10,4,3.0,2.0,3.0,3,3,Resignation,1
3717,45,Travel_Rarely,Sales,10,2,Sales Executive,38330,2.0,14,1,7,0,2.0,1.0,3.0,3,3,,0
3718,31,Travel_Rarely,Research & Development,16,4,Human Resources,42440,9.0,13,3,3,0,4.0,2.0,3.0,3,3,,0
3719,31,Travel_Frequently,Research & Development,7,4,Laboratory Technician,65000,6.0,23,5,2,2,2.0,4.0,1.0,3,4,Resignation,1
3720,45,Travel_Rarely,Research & Development,1,2,Research Scientist,184300,4.0,12,5,3,1,2.0,4.0,4.0,3,3,,0
3721,48,Travel_Rarely,Research & Development,24,3,Research Scientist,16010,4.0,12,3,2,2,3.0,1.0,3.0,3,3,,0
3722,34,Travel_Rarely,Research & Development,7,4,Research Scientist,26940,1.0,16,3,2,2,1.0,3.0,3.0,3,3,Resignation,1
3723,40,Non-Travel,Research & Development,25,4,Sales Executive,31490,2.0,15,1,9,4,4.0,2.0,3.0,2,3,,0
3724,28,Travel_Rarely,Research & Development,1,2,Research Scientist,176390,0.0,13,0,5,1,4.0,1.0,3.0,3,3,,0
3725,44,Non-Travel,Research & Development,5,3,Laboratory Technician,23190,3.0,18,4,5,0,3.0,3.0,3.0,2,3,,0
3726,53,Travel_Rarely,Research & Development,2,4,Manager,116910,4.0,20,2,9,8,4.0,2.0,2.0,3,4,,0
3727,49,Travel_Rarely,Research & Development,7,3,Laboratory Technician,53240,2.0,19,2,3,1,1.0,3.0,2.0,1,3,,0
3728,40,Travel_Rarely,Research & Development,2,4,Laboratory Technician,167520,2.0,18,3,3,1,3.0,3.0,4.0,3,3,,0
3729,44,Travel_Rarely,Research & Development,5,1,Research Scientist,52280,1.0,13,2,5,1,4.0,2.0,2.0,4,3,,0
3730,33,Travel_Frequently,Human Resources,10,3,Sales Executive,27000,0.0,14,2,4,0,4.0,1.0,3.0,3,3,,0
3731,34,Travel_Rarely,Research & Development,10,4,Sales Representative,192460,3.0,15,5,13,3,4.0,1.0,3.0,3,3,,0
3732,30,Travel_Rarely,Sales,1,2,Laboratory Technician,25060,8.0,22,3,2,2,4.0,3.0,2.0,3,4,,0
3733,42,Travel_Frequently,Research & Development,8,4,Sales Executive,60620,1.0,22,2,12,5,1.0,4.0,3.0,3,4,,0
3734,44,Travel_Frequently,Research & Development,5,3,Manufacturing Director,43820,7.0,16,2,1,0,1.0,3.0,2.0,3,3,,0
3735,30,Non-Travel,Research & Development,8,3,Manufacturing Director,21430,1.0,17,2,1,0,3.0,3.0,2.0,3,3,,0
3736,57,Travel_Rarely,Sales,2,1,Research Scientist,61620,0.0,14,5,12,2,2.0,3.0,2.0,2,3,,0
3737,49,Travel_Rarely,Research & Development,7,3,Sales Executive,50940,3.0,15,5,8,0,3.0,2.0,3.0,3,3,,0
3738,34,Travel_Frequently,Research & Development,2,4,Sales Representative,68770,7.0,20,3,14,6,2.0,1.0,2.0,3,4,,0
3739,28,Travel_Frequently,Research & Development,2,3,Research Scientist,22740,3.0,20,5,3,1,1.0,3.0,4.0,3,4,Resignation,1
3740,29,Travel_Frequently,Research & Development,28,3,Research Scientist,44340,5.0,17,1,5,0,1.0,2.0,1.0,3,3,Resignation,1
3741,34,Travel_Rarely,Research & Development,7,1,Research Scientist,62880,0.0,15,2,15,10,1.0,2.0,4.0,3,3,Resignation,1
3742,35,Travel_Rarely,Sales,7,4,Healthcare Representative,25530,1.0,14,4,1,0,4.0,3.0,3.0,2,3,,0
3743,24,Travel_Frequently,Sales,3,3,Research Scientist,76540,2.0,17,3,0,0,2.0,1.0,2.0,2,3,Resignation,1
3744,24,Non-Travel,Research & Development,10,3,Manager,51600,1.0,17,3,1,0,4.0,2.0,3.0,1,3,,0
3745,44,Travel_Frequently,Research & Development,5,2,Research Scientist,171590,5.0,22,1,2,2,2.0,3.0,2.0,2,4,,0
3746,29,Travel_Rarely,Sales,10,2,Sales Executive,128080,1.0,13,6,10,0,3.0,3.0,3.0,3,3,,0
3747,30,Travel_Rarely,Research & Development,1,2,Sales Executive,102210,0.0,19,2,5,1,3.0,3.0,4.0,3,3,,0
3748,55,Travel_Rarely,Sales,20,3,Research Scientist,47790,0.0,14,6,3,1,4.0,3.0,3.0,3,3,,0
3749,33,Travel_Rarely,Research & Development,7,2,Research Scientist,37370,8.0,22,2,5,0,1.0,2.0,3.0,3,4,,0
3750,47,Travel_Rarely,Research & Development,8,4,Sales Representative,23660,3.0,17,5,5,1,3.0,3.0,2.0,2,3,,0
3751,28,Travel_Frequently,Sales,1,3,Laboratory Technician,17060,7.0,12,3,0,0,3.0,1.0,2.0,3,3,Resignation,1
3752,28,Travel_Rarely,Sales,8,4,Laboratory Technician,163070,1.0,16,3,1,0,1.0,3.0,1.0,2,3,,0
3753,28,Travel_Frequently,Research & Development,9,3,Sales Executive,59330,0.0,11,3,4,1,3.0,1.0,3.0,3,3,,0
3754,49,Travel_Rarely,Research & Development,5,4,Research Scientist,34240,4.0,11,3,3,1,3.0,1.0,3.0,3,3,,0
3755,29,Travel_Frequently,Research & Development,8,1,Research Scientist,40370,0.0,14,2,3,0,4.0,2.0,3.0,1,3,,0
3756,28,Travel_Rarely,Research & Development,5,1,Laboratory Technician,25590,1.0,11,3,8,1,3.0,2.0,2.0,2,3,,0
3757,33,Travel_Rarely,Research & Development,15,4,Sales Executive,62010,2.0,15,2,0,0,4.0,3.0,3.0,2,3,,0
3758,32,Travel_Rarely,Research & Development,7,3,Laboratory Technician,44030,2.0,20,3,5,0,3.0,4.0,4.0,2,4,,0
3759,54,Travel_Frequently,Sales,10,3,Research Scientist,37610,3.0,12,3,14,1,2.0,4.0,3.0,2,3,,0
3760,29,Travel_Rarely,Research & Development,5,3,Research Scientist,109340,6.0,17,2,9,0,1.0,1.0,1.0,3,3,Resignation,1
3761,44,Travel_Rarely,Sales,26,1,Sales Representative,107610,3.0,11,5,20,14,4.0,1.0,4.0,2,3,,0
3762,39,Travel_Rarely,Sales,6,1,Laboratory Technician,51750,4.0,17,2,2,2,2.0,2.0,3.0,4,3,,0
3763,46,Travel_Rarely,Research & Development,4,2,Manufacturing Director,138260,8.0,11,1,13,5,3.0,2.0,4.0,2,3,,0
3764,35,Travel_Rarely,Research & Development,23,4,Research Scientist,63340,1.0,14,2,11,3,4.0,2.0,1.0,4,3,,0
3765,23,Travel_Rarely,Research & Development,2,4,Manager,49360,0.0,19,2,4,1,1.0,3.0,3.0,2,3,,0
3766,40,Travel_Rarely,Research & Development,2,3,Research Director,47750,3.0,15,3,5,1,4.0,1.0,1.0,4,3,Fired,0
3767,34,Travel_Rarely,Human Resources,2,3,Manufacturing Director,28180,1.0,13,2,10,8,4.0,3.0,3.0,3,3,,0
3768,31,Travel_Frequently,Research & Development,29,3,Healthcare Representative,25150,1.0,14,3,7,7,4.0,3.0,1.0,2,3,Resignation,1
3769,50,Travel_Frequently,Research & Development,6,3,Manager,23420,1.0,12,2,32,13,3.0,4.0,3.0,2,3,,0
3770,34,Travel_Rarely,Sales,25,5,Research Scientist,41940,0.0,17,3,11,5,2.0,3.0,3.0,3,3,,0
3771,42,Travel_Rarely,Research & Development,1,3,Manufacturing Director,106850,4.0,11,2,1,0,3.0,2.0,3.0,3,3,,0
3772,37,Travel_Rarely,Research & Development,2,2,Research Scientist,20220,1.0,12,1,10,3,1.0,4.0,3.0,3,3,,0
3773,29,Travel_Rarely,Research & Development,1,3,Manager,23140,3.0,13,5,7,0,3.0,1.0,3.0,4,3,,0
3774,33,Travel_Rarely,Research & Development,1,1,Research Scientist,42560,1.0,13,1,5,0,4.0,2.0,3.0,3,3,,0
3775,45,Travel_Rarely,Sales,3,3,Laboratory Technician,35800,4.0,20,1,5,0,4.0,4.0,3.0,2,4,,0
3776,42,Travel_Frequently,Human Resources,1,4,Manufacturing Director,31620,2.0,17,1,20,13,4.0,4.0,1.0,3,3,,0
3777,40,Travel_Rarely,Sales,10,1,Manufacturing Director,65240,0.0,13,2,8,7,1.0,1.0,4.0,4,3,,0
3778,33,Travel_Rarely,Research & Development,9,3,Manufacturing Director,28990,1.0,17,3,15,5,2.0,3.0,3.0,2,3,,0
3780,24,Travel_Rarely,Sales,10,2,Manufacturing Director,23560,0.0,13,5,1,0,3.0,1.0,3.0,3,3,,0
3781,40,Non-Travel,Research & Development,7,3,Research Scientist,28000,3.0,12,0,2,2,4.0,4.0,3.0,2,3,,0
3782,45,Travel_Rarely,Research & Development,4,3,Laboratory Technician,118360,1.0,22,2,10,7,1.0,2.0,3.0,4,4,,0
3783,35,Travel_Rarely,Research & Development,10,1,Healthcare Representative,109030,0.0,11,3,5,4,2.0,3.0,3.0,4,3,,0
3784,32,Travel_Rarely,Research & Development,22,4,Sales Executive,29730,3.0,22,0,7,2,4.0,2.0,3.0,4,4,,0
3785,36,Travel_Rarely,Sales,9,3,Research Scientist,142750,3.0,18,5,3,1,3.0,4.0,2.0,2,3,,0
3786,48,Travel_Rarely,Research & Development,12,4,Laboratory Technician,55620,8.0,13,2,8,7,3.0,3.0,3.0,3,3,,0
3787,29,Travel_Rarely,Research & Development,23,4,Healthcare Representative,45370,6.0,18,5,1,0,3.0,3.0,2.0,4,3,,0
3788,33,Travel_Rarely,Research & Development,9,1,Healthcare Representative,76420,2.0,20,2,2,2,1.0,1.0,1.0,2,4,,0
3789,30,Travel_Rarely,Research & Development,1,3,Sales Executive,179240,1.0,13,2,10,6,2.0,1.0,3.0,3,3,Resignation,1
3790,38,Travel_Frequently,Sales,9,3,Manufacturing Director,52040,3.0,13,2,6,1,3.0,3.0,3.0,3,3,,0
3791,35,Travel_Rarely,Sales,7,2,Sales Executive,22770,1.0,12,2,3,1,4.0,1.0,3.0,3,3,,0
3792,30,Travel_Rarely,Research & Development,14,3,Research Director,27950,3.0,13,4,4,1,3.0,2.0,3.0,3,3,,0
3793,35,Travel_Rarely,Research & Development,2,3,Research Scientist,25320,1.0,13,2,1,0,1.0,1.0,3.0,1,3,Resignation,1
3794,53,Travel_Rarely,Research & Development,19,3,Manager,25590,0.0,25,2,33,1,3.0,4.0,3.0,3,4,Fired,0
3795,38,Travel_Rarely,Research & Development,2,3,Sales Executive,49080,4.0,19,3,5,1,3.0,2.0,3.0,2,3,Fired,0
3796,32,Non-Travel,Research & Development,10,4,Research Scientist,23800,4.0,13,5,6,1,4.0,1.0,2.0,3,3,,0
3797,48,Travel_Rarely,Research & Development,2,5,Sales Executive,47650,8.0,12,4,8,7,3.0,1.0,2.0,3,3,,0
3798,34,Travel_Rarely,Research & Development,3,3,Sales Executive,20440,1.0,11,2,1,0,1.0,4.0,1.0,3,3,,0
3799,55,Travel_Rarely,Research & Development,11,1,Laboratory Technician,26930,1.0,18,6,36,2,3.0,4.0,3.0,2,3,,0
3800,34,Travel_Rarely,Research & Development,2,2,Research Scientist,65860,9.0,18,3,2,2,2.0,4.0,2.0,3,3,,0
3801,26,Travel_Rarely,Research & Development,4,3,Research Director,32940,1.0,11,6,1,0,1.0,4.0,3.0,3,3,,0
3802,38,Travel_Rarely,Sales,14,2,Sales Executive,41710,0.0,23,4,9,7,3.0,2.0,3.0,4,4,,0
3803,38,Travel_Rarely,Research & Development,2,3,Manufacturing Director,27780,2.0,13,5,3,1,2.0,2.0,4.0,2,3,,0
3804,36,Travel_Rarely,Human Resources,1,3,Research Scientist,23770,6.0,13,3,1,0,2.0,3.0,3.0,3,3,,0
3805,29,Travel_Rarely,Research & Development,10,3,Sales Representative,24040,1.0,17,3,10,1,2.0,1.0,3.0,2,3,,0
3806,35,Travel_Rarely,Sales,12,2,Sales Executive,23180,3.0,19,4,5,0,1.0,3.0,3.0,4,3,,0
3807,39,Travel_Rarely,Sales,2,2,Sales Executive,20080,2.0,12,3,7,7,4.0,3.0,3.0,3,3,,0
3808,29,Travel_Frequently,Research & Development,5,1,Research Scientist,62440,1.0,22,3,6,1,1.0,4.0,4.0,3,4,,0
3809,50,Travel_Rarely,Research & Development,4,2,Laboratory Technician,27990,4.0,12,0,1,0,3.0,3.0,3.0,1,3,,0
3810,23,Travel_Rarely,Research & Development,7,2,Manager,105520,2.0,11,2,2,2,4.0,3.0,3.0,3,3,,0
3811,36,Travel_Frequently,Sales,21,3,Human Resources,23290,3.0,15,2,3,0,1.0,1.0,3.0,3,3,,0
3812,42,Travel_Rarely,Research & Development,8,2,Manager,40140,8.0,13,3,1,0,4.0,4.0,3.0,3,3,,0
3813,35,Travel_Rarely,Sales,4,3,Laboratory Technician,74030,1.0,12,4,10,6,2.0,3.0,2.0,3,3,,0
3814,34,Travel_Frequently,Research & Development,25,1,Manager,22590,1.0,14,2,8,7,4.0,3.0,2.0,3,3,,0
3815,40,Travel_Rarely,Research & Development,1,4,Laboratory Technician,69320,1.0,13,5,5,1,4.0,1.0,3.0,3,3,,0
3816,43,Travel_Rarely,Research & Development,1,1,Manager,46780,5.0,25,0,6,0,4.0,2.0,3.0,4,4,,0
3817,35,Travel_Rarely,Sales,6,3,Sales Representative,135820,1.0,17,3,1,0,3.0,4.0,2.0,2,3,,0
3818,46,Travel_Rarely,Research & Development,12,4,Laboratory Technician,23320,1.0,11,2,26,0,4.0,1.0,1.0,3,3,,0
3819,28,Travel_Rarely,Human Resources,1,3,Laboratory Technician,24130,1.0,16,2,1,0,3.0,2.0,3.0,3,3,Resignation,1
3820,22,Non-Travel,Sales,17,2,Sales Executive,97050,1.0,18,3,4,1,2.0,3.0,2.0,2,3,,0
3821,50,Travel_Frequently,Research & Development,3,3,Research Scientist,42940,2.0,20,2,30,12,2.0,3.0,3.0,2,4,,0
3822,32,Travel_Rarely,Research & Development,3,2,Research Scientist,47210,3.0,14,3,3,0,2.0,4.0,3.0,3,3,,0
3823,44,Travel_Rarely,Research & Development,10,3,Manager,25190,0.0,21,2,22,1,2.0,4.0,2.0,3,4,,0
3824,30,Travel_Rarely,Research & Development,4,3,Research Director,21210,1.0,13,2,6,1,2.0,2.0,2.0,3,3,,0
3825,45,Travel_Rarely,Sales,29,2,Research Scientist,29730,1.0,12,2,10,1,3.0,1.0,3.0,3,3,,0
3826,45,Non-Travel,Sales,2,4,Manufacturing Director,58550,1.0,14,3,10,4,1.0,1.0,3.0,2,3,,0
3827,31,Travel_Frequently,Research & Development,7,3,Research Scientist,36170,7.0,21,5,5,0,4.0,1.0,3.0,3,4,,0
3828,36,Travel_Rarely,Research & Development,18,1,Manufacturing Director,67250,9.0,17,3,3,1,3.0,3.0,3.0,3,3,,0
3829,34,Travel_Frequently,Sales,28,4,Manufacturing Director,103250,1.0,11,3,9,7,3.0,4.0,3.0,2,3,,0
3830,49,Travel_Rarely,Research & Development,1,4,Healthcare Representative,69490,1.0,14,2,9,1,3.0,1.0,2.0,3,3,,0
3831,39,Travel_Rarely,Research & Development,6,2,Research Scientist,106090,2.0,17,2,7,7,2.0,1.0,3.0,3,3,,0
3832,27,Travel_Rarely,Research & Development,2,1,Research Scientist,44470,1.0,13,4,7,0,4.0,1.0,3.0,3,3,,0
3833,35,Travel_Rarely,Research & Development,2,3,Sales Executive,21570,1.0,25,1,16,1,2.0,1.0,3.0,2,4,,0
3834,28,Travel_Rarely,Research & Development,23,3,Manufacturing Director,46010,0.0,15,2,5,0,2.0,1.0,2.0,3,3,,0
3835,21,Travel_Rarely,Research & Development,3,1,Laboratory Technician,170990,1.0,14,2,2,2,3.0,4.0,3.0,3,3,,0
3836,18,Travel_Frequently,Research & Development,3,5,Research Director,24790,1.0,12,2,0,0,2.0,4.0,4.0,2,3,Resignation,1
3837,47,Travel_Rarely,Research & Development,25,4,Research Scientist,148520,3.0,19,3,5,1,4.0,3.0,3.0,2,3,,0
3838,39,Travel_Rarely,Sales,2,4,Laboratory Technician,72640,0.0,17,5,10,0,3.0,3.0,3.0,3,3,,0
3839,40,Travel_Rarely,Research & Development,22,1,Laboratory Technician,56660,1.0,14,2,18,14,1.0,3.0,3.0,3,3,,0
3840,35,Non-Travel,Research & Development,29,3,Sales Executive,78230,1.0,13,3,14,2,3.0,3.0,3.0,3,3,,0
3841,37,Travel_Rarely,Research & Development,29,4,Laboratory Technician,78800,3.0,12,2,4,0,3.0,3.0,2.0,4,3,,0
3842,39,Travel_Frequently,Research & Development,2,3,Manager,131940,0.0,11,2,9,3,1.0,3.0,1.0,3,3,,0
3843,45,Travel_Rarely,Research & Development,28,3,Laboratory Technician,50670,1.0,11,3,10,3,4.0,4.0,3.0,2,3,,0
3844,38,Travel_Rarely,Research & Development,2,4,Sales Executive,50790,3.0,11,3,5,0,4.0,3.0,4.0,3,3,,0
3845,35,Travel_Rarely,Research & Development,2,3,Healthcare Representative,23210,9.0,12,0,13,6,4.0,1.0,3.0,3,3,Resignation,1
3846,37,Travel_Rarely,Research & Development,22,3,Healthcare Representative,174440,1.0,14,4,8,7,2.0,2.0,1.0,3,3,,0
3847,40,Travel_Rarely,Research & Development,8,3,Healthcare Representative,24040,6.0,17,2,4,3,3.0,4.0,2.0,2,3,,0
3848,44,Travel_Frequently,Sales,2,2,Laboratory Technician,34520,4.0,11,2,10,0,1.0,4.0,3.0,2,3,,0
3849,48,Travel_Frequently,Sales,10,4,Manager,22700,2.0,14,2,2,2,3.0,4.0,3.0,3,3,,0
3850,35,Travel_Rarely,Research & Development,9,3,Manager,173990,6.0,12,3,2,2,1.0,4.0,2.0,1,3,Resignation,1
3851,24,Travel_Frequently,Research & Development,15,3,Research Scientist,54880,1.0,22,6,6,1,1.0,4.0,3.0,3,4,,0
3852,27,Travel_Rarely,Sales,10,4,Sales Executive,194190,7.0,14,2,3,0,2.0,3.0,3.0,1,3,,0
3853,27,Travel_Frequently,Research & Development,7,3,Research Scientist,28110,2.0,20,3,4,1,4.0,4.0,2.0,3,4,,0
3854,40,Travel_Rarely,Sales,16,4,Research Director,36330,3.0,16,0,4,0,1.0,1.0,1.0,3,3,Resignation,1
3855,29,Travel_Rarely,Research & Development,20,1,Manager,41630,9.0,15,4,5,1,3.0,3.0,3.0,2,3,,0
3856,36,Travel_Rarely,Research & Development,23,3,Sales Executive,21320,4.0,20,1,3,0,2.0,1.0,3.0,2,4,,0
3857,25,Travel_Frequently,Sales,5,1,Manufacturing Director,139730,1.0,14,3,7,0,4.0,3.0,3.0,2,3,,0
3858,39,Travel_Rarely,Sales,10,3,Research Director,26840,4.0,12,2,5,1,4.0,2.0,3.0,3,3,,0
3859,49,Travel_Rarely,Sales,4,2,Research Director,108450,3.0,24,4,4,1,1.0,2.0,3.0,2,4,,0
3860,50,Travel_Rarely,Research & Development,2,2,Sales Executive,43770,5.0,12,2,14,1,4.0,1.0,3.0,2,3,,0
