EmployeeID,Age,BusinessTravel,Department,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating
3172,43,Travel_Rarely,Research & Development,2.0,4.0,2.0,3,3
3173,38,Travel_Rarely,Human Resources,3.0,1.0,2.0,4,3
3173,38,Travel_Rarely,Human Resources,3.0,1.0,2.0,4,3
3174,43,Travel_Frequently,Sales,4.0,3.0,3.0,3,3
3174,43,Travel_Frequently,Sales,4.0,3.0,3.0,3,3
3175,48,Travel_Rarely,Research & Development,4.0,1.0,1.0,4,3
3175,48,Travel_Rarely,Research & Development,4.0,1.0,1.0,4,3
3176,44,Travel_Rarely,Sales,1.0,3.0,4.0,4,4
3176,44,Travel_Rarely,Sales,1.0,3.0,4.0,4,4
3177,34,Travel_Rarely,Research & Development,3.0,3.0,3.0,2,4
3177,34,Travel_Rarely,Research & Development,3.0,3.0,3.0,2,4
7588,27,Travel_Rarely,Sales,3.0,1.0,3.0,3,3
3179,21,Travel_Rarely,Sales,3.0,3.0,3.0,1,3
3179,21,Travel_Rarely,Sales,3.0,3.0,3.0,1,3
3180,44,Travel_Rarely,Research & Development,4.0,4.0,4.0,3,3
3180,44,Travel_Rarely,Research & Development,4.0,4.0,4.0,3,3
3181,22,Travel_Rarely,Research & Development,1.0,3.0,3.0,2,3
3181,22,Travel_Rarely,Research & Development,1.0,3.0,3.0,2,3
3182,33,Travel_Rarely,Sales,3.0,3.0,3.0,3,3
3182,33,Travel_Rarely,Sales,3.0,3.0,3.0,3,3
3183,32,Travel_Rarely,Research & Development,1.0,4.0,2.0,3,3
3183,32,Travel_Rarely,Research & Development,1.0,4.0,2.0,3,3
3184,30,Travel_Frequently,Research & Development,3.0,3.0,3.0,3,3
3184,30,Travel_Frequently,Research & Development,3.0,3.0,3.0,3,3
3185,53,Travel_Rarely,Research & Development,4.0,1.0,4.0,2,3
3185,53,Travel_Rarely,Research & Development,4.0,1.0,4.0,2,3
3186,34,Travel_Rarely,Research & Development,2.0,4.0,2.0,3,3
3186,34,Travel_Rarely,Research & Development,2.0,4.0,2.0,3,3
7597,45,Travel_Frequently,Research & Development,1.0,1.0,3.0,3,3
3188,26,Travel_Rarely,Research & Development,3.0,4.0,3.0,4,3
3188,26,Travel_Rarely,Research & Development,3.0,4.0,3.0,4,3
3189,37,Travel_Rarely,Research & Development,3.0,3.0,3.0,2,3
3189,37,Travel_Rarely,Research & Development,3.0,3.0,3.0,2,3
3190,29,Travel_Rarely,Research & Development,2.0,3.0,2.0,3,3
3190,29,Travel_Rarely,Research & Development,2.0,3.0,2.0,3,3
3191,35,Travel_Rarely,Research & Development,2.0,4.0,3.0,3,3
3191,35,Travel_Rarely,Research & Development,2.0,4.0,3.0,3,3
3192,33,Travel_Frequently,Research & Development,3.0,4.0,1.0,3,4
3192,33,Travel_Frequently,Research & Development,3.0,4.0,1.0,3,4
3193,54,Travel_Rarely,Research & Development,3.0,2.0,4.0,2,3
3193,54,Travel_Rarely,Research & Development,3.0,2.0,4.0,2,3
3194,36,Travel_Rarely,Research & Development,2.0,2.0,3.0,2,3
3194,36,Travel_Rarely,Research & Development,2.0,2.0,3.0,2,3
3195,27,Travel_Rarely,Sales,1.0,4.0,3.0,1,3
3195,27,Travel_Rarely,Sales,1.0,4.0,3.0,1,3
7606,20,Travel_Rarely,Research & Development,4.0,3.0,3.0,2,3
7607,33,Travel_Frequently,Research & Development,1.0,1.0,3.0,3,3
3198,35,Non-Travel,Research & Development,3.0,3.0,3.0,4,3
3198,35,Non-Travel,Research & Development,3.0,3.0,3.0,4,3
3199,23,Travel_Rarely,Research & Development,1.0,1.0,4.0,3,3
3199,23,Travel_Rarely,Research & Development,1.0,1.0,4.0,3,3
3200,25,Travel_Rarely,Research & Development,4.0,2.0,3.0,3,3
3200,25,Travel_Rarely,Research & Development,4.0,2.0,3.0,3,3
3201,38,Travel_Rarely,Research & Development,4.0,4.0,3.0,2,4
3201,38,Travel_Rarely,Research & Development,4.0,4.0,3.0,2,4
3202,29,Travel_Frequently,Sales,2.0,4.0,3.0,2,3
3202,29,Travel_Frequently,Sales,2.0,4.0,3.0,2,3
3203,48,Travel_Rarely,Research & Development,2.0,2.0,3.0,4,3
3203,48,Travel_Rarely,Research & Development,2.0,2.0,3.0,4,3
3204,27,Travel_Frequently,Sales,4.0,4.0,3.0,3,3
3204,27,Travel_Frequently,Sales,4.0,4.0,3.0,3,3
3205,37,Travel_Rarely,Research & Development,4.0,4.0,3.0,4,3
3205,37,Travel_Rarely,Research & Development,4.0,4.0,3.0,4,3
3206,50,Travel_Rarely,Sales,4.0,3.0,3.0,4,3
3206,50,Travel_Rarely,Sales,4.0,3.0,3.0,4,3
3207,34,Travel_Rarely,Research & Development,4.0,2.0,4.0,3,4
3207,34,Travel_Rarely,Research & Development,4.0,2.0,4.0,3,4
7618,24,Travel_Rarely,Research & Development,1.0,3.0,3.0,1,3
3209,39,Travel_Rarely,Research & Development,4.0,3.0,3.0,3,3
3209,39,Travel_Rarely,Research & Development,4.0,3.0,3.0,3,3
3210,32,Travel_Rarely,Research & Development,4.0,4.0,2.0,1,3
3210,32,Travel_Rarely,Research & Development,4.0,4.0,2.0,1,3
7621,50,Travel_Frequently,Research & Development,2.0,3.0,3.0,2,3
3212,38,Travel_Rarely,Research & Development,2.0,4.0,2.0,2,3
3212,38,Travel_Rarely,Research & Development,2.0,4.0,2.0,2,3
3213,27,Travel_Rarely,Research & Development,3.0,1.0,3.0,2,4
3213,27,Travel_Rarely,Research & Development,3.0,1.0,3.0,2,4
3214,32,Travel_Rarely,Sales,3.0,4.0,3.0,3,3
3214,32,Travel_Rarely,Sales,3.0,4.0,3.0,3,3
3215,47,Travel_Rarely,Research & Development,4.0,1.0,3.0,3,3
3215,47,Travel_Rarely,Research & Development,4.0,1.0,3.0,3,3
3216,40,Travel_Frequently,Research & Development,4.0,1.0,3.0,3,3
3216,40,Travel_Frequently,Research & Development,4.0,1.0,3.0,3,3
3217,53,Travel_Rarely,Research & Development,3.0,3.0,3.0,3,3
3217,53,Travel_Rarely,Research & Development,3.0,3.0,3.0,3,3
3218,41,Travel_Rarely,Sales,2.0,4.0,2.0,3,4
3218,41,Travel_Rarely,Sales,2.0,4.0,2.0,3,4
3219,60,Travel_Rarely,Research & Development,1.0,1.0,3.0,4,4
3219,60,Travel_Rarely,Research & Development,1.0,1.0,3.0,4,4
3220,27,Travel_Frequently,Research & Development,4.0,1.0,2.0,2,3
3220,27,Travel_Frequently,Research & Development,4.0,1.0,2.0,2,3
3221,41,Travel_Rarely,Research & Development,4.0,3.0,3.0,3,3
3221,41,Travel_Rarely,Research & Development,4.0,3.0,3.0,3,3
3222,50,Travel_Rarely,Sales,4.0,2.0,3.0,4,4
3222,50,Travel_Rarely,Sales,4.0,2.0,3.0,4,4
7633,28,Travel_Rarely,Sales,1.0,2.0,3.0,2,3
3224,36,Non-Travel,Research & Development,1.0,1.0,3.0,3,3
3224,36,Non-Travel,Research & Development,1.0,1.0,3.0,3,3
3225,38,Travel_Rarely,Research & Development,3.0,3.0,4.0,3,3
3225,38,Travel_Rarely,Research & Development,3.0,3.0,4.0,3,3
3226,44,Non-Travel,Research & Development,1.0,3.0,3.0,2,3
3226,44,Non-Travel,Research & Development,1.0,3.0,3.0,2,3
3227,47,Travel_Frequently,Research & Development,4.0,3.0,2.0,2,4
3227,47,Travel_Frequently,Research & Development,4.0,3.0,2.0,2,4
3228,30,Travel_Rarely,Research & Development,3.0,4.0,2.0,3,3
3228,30,Travel_Rarely,Research & Development,3.0,4.0,2.0,3,3
3229,29,Travel_Rarely,Research & Development,3.0,3.0,3.0,3,3
3229,29,Travel_Rarely,Research & Development,3.0,3.0,3.0,3,3
7640,42,Travel_Frequently,Research & Development,3.0,3.0,3.0,3,4
3231,43,Travel_Frequently,Research & Development,4.0,4.0,3.0,3,3
3231,43,Travel_Frequently,Research & Development,4.0,4.0,3.0,3,3
3232,34,Travel_Rarely,Research & Development,2.0,3.0,3.0,4,3
3232,34,Travel_Rarely,Research & Development,2.0,3.0,3.0,4,3
3233,23,Travel_Rarely,Sales,2.0,1.0,4.0,3,3
3233,23,Travel_Rarely,Sales,2.0,1.0,4.0,3,3
3234,39,Travel_Rarely,Sales,3.0,2.0,1.0,2,3
3234,39,Travel_Rarely,Sales,3.0,2.0,1.0,2,3
3235,56,Travel_Rarely,Research & Development,3.0,4.0,2.0,3,3
3235,56,Travel_Rarely,Research & Development,3.0,4.0,2.0,3,3
3236,40,Travel_Rarely,Sales,4.0,4.0,2.0,3,3
3236,40,Travel_Rarely,Sales,4.0,4.0,2.0,3,3
3237,27,Travel_Rarely,Research & Development,4.0,1.0,1.0,3,3
3237,27,Travel_Rarely,Research & Development,4.0,1.0,1.0,3,3
3238,29,Travel_Rarely,Sales,4.0,2.0,3.0,2,3
3238,29,Travel_Rarely,Sales,4.0,2.0,3.0,2,3
3239,53,Travel_Rarely,Research & Development,4.0,4.0,3.0,3,3
3239,53,Travel_Rarely,Research & Development,4.0,4.0,3.0,3,3
3240,35,Non-Travel,Research & Development,4.0,1.0,4.0,3,3
3240,35,Non-Travel,Research & Development,4.0,1.0,4.0,3,3
3241,32,Travel_Frequently,Sales,1.0,4.0,3.0,1,3
3241,32,Travel_Frequently,Sales,1.0,4.0,3.0,1,3
3242,38,Travel_Rarely,Sales,4.0,3.0,1.0,3,3
3242,38,Travel_Rarely,Sales,4.0,3.0,1.0,3,3
3243,34,Travel_Rarely,Research & Development,2.0,1.0,3.0,2,3
3243,34,Travel_Rarely,Research & Development,2.0,1.0,3.0,2,3
3244,52,Travel_Rarely,Sales,3.0,1.0,4.0,3,3
3244,52,Travel_Rarely,Sales,3.0,1.0,4.0,3,3
7655,33,Travel_Rarely,Research & Development,4.0,4.0,2.0,3,3
3246,25,Travel_Rarely,Research & Development,3.0,4.0,2.0,3,3
3246,25,Travel_Rarely,Research & Development,3.0,4.0,2.0,3,3
3247,45,Travel_Rarely,Sales,2.0,3.0,3.0,3,3
3247,45,Travel_Rarely,Sales,2.0,3.0,3.0,3,3
3248,23,Travel_Rarely,Research & Development,1.0,3.0,3.0,1,3
3248,23,Travel_Rarely,Research & Development,1.0,3.0,3.0,1,3
7659,47,Travel_Frequently,Research & Development,2.0,3.0,3.0,3,3
3250,34,Travel_Rarely,Research & Development,4.0,4.0,3.0,3,3
3250,34,Travel_Rarely,Research & Development,4.0,4.0,3.0,3,3
7661,55,Travel_Rarely,Human Resources,4.0,1.0,3.0,3,3
3252,36,Non-Travel,Research & Development,1.0,1.0,3.0,1,3
3252,36,Non-Travel,Research & Development,1.0,1.0,3.0,1,3
3253,52,Non-Travel,Research & Development,4.0,4.0,3.0,3,3
3253,52,Non-Travel,Research & Development,4.0,4.0,3.0,3,3
3254,26,Travel_Frequently,Research & Development,1.0,4.0,3.0,3,3
3254,26,Travel_Frequently,Research & Development,1.0,4.0,3.0,3,3
3255,29,Travel_Rarely,Research & Development,2.0,3.0,2.0,3,3
3255,29,Travel_Rarely,Research & Development,2.0,3.0,2.0,3,3
7666,26,Travel_Rarely,Research & Development,4.0,1.0,2.0,3,3
3257,34,Travel_Rarely,Research & Development,2.0,4.0,3.0,3,3
3257,34,Travel_Rarely,Research & Development,2.0,4.0,3.0,3,3
3258,54,Travel_Rarely,Research & Development,4.0,1.0,3.0,3,3
3258,54,Travel_Rarely,Research & Development,4.0,1.0,3.0,3,3
3259,27,Travel_Frequently,Research & Development,3.0,4.0,3.0,3,3
3259,27,Travel_Frequently,Research & Development,3.0,4.0,3.0,3,3
3260,37,Travel_Rarely,Sales,4.0,1.0,2.0,3,3
3260,37,Travel_Rarely,Sales,4.0,1.0,2.0,3,3
3261,38,Travel_Frequently,Sales,1.0,1.0,3.0,3,3
3261,38,Travel_Frequently,Sales,1.0,1.0,3.0,3,3
3262,34,Travel_Rarely,Sales,,1.0,3.0,3,3
3262,34,Travel_Rarely,Sales,,1.0,3.0,3,3
3263,35,Travel_Rarely,Research & Development,1.0,4.0,2.0,2,3
3263,35,Travel_Rarely,Research & Development,1.0,4.0,2.0,2,3
3264,30,Travel_Rarely,Research & Development,4.0,3.0,3.0,3,3
3264,30,Travel_Rarely,Research & Development,4.0,3.0,3.0,3,3
3265,40,Travel_Frequently,Research & Development,3.0,2.0,3.0,4,3
3265,40,Travel_Frequently,Research & Development,3.0,2.0,3.0,4,3
3266,34,Travel_Rarely,Research & Development,3.0,1.0,3.0,3,4
3266,34,Travel_Rarely,Research & Development,3.0,1.0,3.0,3,4
3267,42,Travel_Frequently,Research & Development,2.0,4.0,2.0,4,3
3267,42,Travel_Frequently,Research & Development,2.0,4.0,2.0,4,3
7678,23,Travel_Rarely,Sales,3.0,1.0,3.0,2,3
3269,24,Non-Travel,Sales,3.0,2.0,3.0,3,3
3269,24,Non-Travel,Sales,3.0,2.0,3.0,3,3
3270,52,Travel_Rarely,Research & Development,4.0,3.0,3.0,2,3
3270,52,Travel_Rarely,Research & Development,4.0,3.0,3.0,2,3
3271,50,Travel_Rarely,Research & Development,3.0,3.0,3.0,1,3
3271,50,Travel_Rarely,Research & Development,3.0,3.0,3.0,1,3
7682,29,Travel_Rarely,Sales,2.0,1.0,3.0,4,3
3273,33,Travel_Rarely,Research & Development,3.0,3.0,4.0,3,3
3273,33,Travel_Rarely,Research & Development,3.0,3.0,4.0,3,3
7684,33,Travel_Rarely,Research & Development,1.0,1.0,3.0,2,3
3275,47,Travel_Rarely,Research & Development,3.0,4.0,2.0,4,3
3275,47,Travel_Rarely,Research & Development,3.0,4.0,2.0,4,3
3276,36,Travel_Rarely,Sales,3.0,2.0,3.0,3,4
3276,36,Travel_Rarely,Sales,3.0,2.0,3.0,3,4
3277,29,Travel_Rarely,Research & Development,3.0,3.0,3.0,2,3
3277,29,Travel_Rarely,Research & Development,3.0,3.0,3.0,2,3
7688,58,Travel_Rarely,Research & Development,4.0,2.0,3.0,3,3
3279,35,Travel_Rarely,Sales,4.0,3.0,3.0,4,3
3279,35,Travel_Rarely,Sales,4.0,3.0,3.0,4,3
3280,42,Travel_Rarely,Sales,4.0,4.0,3.0,3,3
3280,42,Travel_Rarely,Sales,4.0,4.0,3.0,3,3
7691,28,Travel_Rarely,Research & Development,3.0,3.0,2.0,2,3
3282,36,Travel_Rarely,Research & Development,3.0,2.0,3.0,3,3
3282,36,Travel_Rarely,Research & Development,3.0,2.0,3.0,3,3
3283,32,Travel_Rarely,Research & Development,3.0,3.0,3.0,2,3
3283,32,Travel_Rarely,Research & Development,3.0,3.0,3.0,2,3
3284,40,Travel_Frequently,Sales,1.0,3.0,3.0,3,3
3284,40,Travel_Frequently,Sales,1.0,3.0,3.0,3,3
3285,30,Travel_Rarely,Research & Development,3.0,4.0,2.0,3,3
3285,30,Travel_Rarely,Research & Development,3.0,4.0,2.0,3,3
3286,45,Travel_Rarely,Research & Development,2.0,3.0,3.0,3,3
3286,45,Travel_Rarely,Research & Development,2.0,3.0,3.0,3,3
3287,42,Travel_Rarely,Research & Development,2.0,2.0,2.0,3,3
3287,42,Travel_Rarely,Research & Development,2.0,2.0,2.0,3,3
3288,38,Travel_Frequently,Sales,1.0,1.0,2.0,3,3
3288,38,Travel_Frequently,Sales,1.0,1.0,2.0,3,3
3289,34,Travel_Frequently,Research & Development,3.0,4.0,3.0,3,3
3289,34,Travel_Frequently,Research & Development,3.0,4.0,3.0,3,3
7700,49,Travel_Rarely,Sales,3.0,4.0,4.0,4,3
7701,55,Travel_Rarely,Human Resources,3.0,4.0,2.0,4,3
3292,43,Travel_Rarely,Research & Development,2.0,1.0,3.0,2,3
3292,43,Travel_Rarely,Research & Development,2.0,1.0,3.0,2,3
3293,27,Travel_Rarely,Sales,3.0,4.0,3.0,2,4
3293,27,Travel_Rarely,Sales,3.0,4.0,3.0,2,4
3294,35,Travel_Rarely,Research & Development,3.0,3.0,4.0,3,3
3294,35,Travel_Rarely,Research & Development,3.0,3.0,4.0,3,3
3295,28,Travel_Rarely,Sales,2.0,2.0,3.0,2,3
3295,28,Travel_Rarely,Sales,2.0,2.0,3.0,2,3
3296,34,Travel_Rarely,Sales,3.0,,1.0,3,3
3296,34,Travel_Rarely,Sales,3.0,,1.0,3,3
7707,26,Travel_Frequently,Research & Development,3.0,3.0,3.0,3,4
3298,27,Non-Travel,Sales,4.0,4.0,2.0,3,3
3298,27,Non-Travel,Sales,4.0,4.0,2.0,3,3
3299,51,Travel_Rarely,Sales,1.0,3.0,2.0,3,3
3299,51,Travel_Rarely,Sales,1.0,3.0,2.0,3,3
3300,44,Travel_Rarely,Sales,4.0,2.0,2.0,3,3
3300,44,Travel_Rarely,Sales,4.0,2.0,2.0,3,3
3301,25,Travel_Rarely,Research & Development,1.0,1.0,2.0,4,3
3301,25,Travel_Rarely,Research & Development,1.0,1.0,2.0,4,3
3302,33,Travel_Rarely,Research & Development,1.0,1.0,3.0,2,3
3302,33,Travel_Rarely,Research & Development,1.0,1.0,3.0,2,3
3303,35,Travel_Rarely,Sales,3.0,1.0,2.0,2,4
3303,35,Travel_Rarely,Sales,3.0,1.0,2.0,2,4
3304,36,Travel_Rarely,Sales,2.0,4.0,2.0,3,3
3304,36,Travel_Rarely,Sales,2.0,4.0,2.0,3,3
3305,32,Travel_Rarely,Research & Development,2.0,4.0,2.0,3,4
3305,32,Travel_Rarely,Research & Development,2.0,4.0,2.0,3,4
3306,30,Travel_Frequently,Research & Development,2.0,4.0,2.0,3,3
3306,30,Travel_Frequently,Research & Development,2.0,4.0,2.0,3,3
3307,53,Travel_Rarely,Sales,1.0,4.0,3.0,4,3
3307,53,Travel_Rarely,Sales,1.0,4.0,3.0,4,3
3308,45,Travel_Rarely,Research & Development,4.0,1.0,3.0,3,3
3308,45,Travel_Rarely,Research & Development,4.0,1.0,3.0,3,3
3309,32,Travel_Rarely,Sales,3.0,3.0,2.0,1,3
3309,32,Travel_Rarely,Sales,3.0,3.0,2.0,1,3
3310,52,Travel_Frequently,Research & Development,3.0,4.0,3.0,3,3
3310,52,Travel_Frequently,Research & Development,3.0,4.0,3.0,3,3
3311,37,Travel_Rarely,Sales,4.0,3.0,3.0,3,3
3311,37,Travel_Rarely,Sales,4.0,3.0,3.0,3,3
3312,28,Travel_Rarely,Research & Development,2.0,4.0,3.0,3,3
3312,28,Travel_Rarely,Research & Development,2.0,4.0,3.0,3,3
3313,22,Travel_Rarely,Research & Development,4.0,4.0,1.0,2,3
3313,22,Travel_Rarely,Research & Development,4.0,4.0,1.0,2,3
3314,44,Travel_Rarely,Research & Development,1.0,4.0,2.0,3,3
3314,44,Travel_Rarely,Research & Development,1.0,4.0,2.0,3,3
3315,42,Travel_Frequently,Sales,2.0,4.0,3.0,2,3
3315,42,Travel_Frequently,Sales,2.0,4.0,3.0,2,3
3316,36,Travel_Rarely,Research & Development,1.0,1.0,3.0,2,4
3316,36,Travel_Rarely,Research & Development,1.0,1.0,3.0,2,4
3317,25,Travel_Rarely,Sales,3.0,1.0,3.0,3,3
3317,25,Travel_Rarely,Sales,3.0,1.0,3.0,3,3
3318,35,Travel_Rarely,Research & Development,4.0,3.0,3.0,2,3
3318,35,Travel_Rarely,Research & Development,4.0,3.0,3.0,2,3
7729,35,Travel_Frequently,Sales,4.0,2.0,2.0,4,3
3320,32,Non-Travel,Research & Development,4.0,4.0,3.0,3,3
3320,32,Non-Travel,Research & Development,4.0,4.0,3.0,3,3
3321,25,Travel_Rarely,Sales,3.0,1.0,4.0,3,3
3321,25,Travel_Rarely,Sales,3.0,1.0,4.0,3,3
3322,49,Travel_Rarely,Sales,3.0,1.0,3.0,3,3
3322,49,Travel_Rarely,Sales,3.0,1.0,3.0,3,3
3323,24,Non-Travel,Research & Development,1.0,4.0,2.0,3,4
3323,24,Non-Travel,Research & Development,1.0,4.0,2.0,3,4
3324,32,Travel_Frequently,Research & Development,2.0,2.0,3.0,2,3
3324,32,Travel_Frequently,Research & Development,2.0,2.0,3.0,2,3
3325,38,Travel_Rarely,Sales,2.0,2.0,3.0,4,3
3325,38,Travel_Rarely,Sales,2.0,2.0,3.0,4,3
3326,42,Travel_Rarely,Research & Development,3.0,4.0,2.0,3,4
3326,42,Travel_Rarely,Research & Development,3.0,4.0,2.0,3,4
3327,31,Travel_Rarely,Research & Development,4.0,4.0,3.0,3,3
3327,31,Travel_Rarely,Research & Development,4.0,4.0,3.0,3,3
7738,29,Travel_Rarely,Sales,2.0,3.0,3.0,3,3
3329,53,Travel_Rarely,Research & Development,1.0,4.0,3.0,2,3
3329,53,Travel_Rarely,Research & Development,1.0,4.0,3.0,2,3
3330,35,Travel_Rarely,Research & Development,4.0,2.0,3.0,4,3
3330,35,Travel_Rarely,Research & Development,4.0,2.0,3.0,4,3
3331,37,Travel_Frequently,Research & Development,3.0,4.0,3.0,1,3
3331,37,Travel_Frequently,Research & Development,3.0,4.0,3.0,1,3
3332,53,Travel_Rarely,Research & Development,4.0,4.0,3.0,4,4
3332,53,Travel_Rarely,Research & Development,4.0,4.0,3.0,4,4
3333,43,Travel_Frequently,Research & Development,4.0,4.0,2.0,3,3
3333,43,Travel_Frequently,Research & Development,4.0,4.0,2.0,3,3
3334,47,Travel_Rarely,Sales,3.0,4.0,3.0,3,3
3334,47,Travel_Rarely,Sales,3.0,4.0,3.0,3,3
3335,37,Non-Travel,Research & Development,1.0,2.0,3.0,3,3
3335,37,Non-Travel,Research & Development,1.0,2.0,3.0,3,3
3336,50,Non-Travel,Research & Development,1.0,1.0,3.0,3,4
3336,50,Non-Travel,Research & Development,1.0,1.0,3.0,3,4
3337,39,Travel_Rarely,Research & Development,4.0,4.0,3.0,2,3
3337,39,Travel_Rarely,Research & Development,4.0,4.0,3.0,2,3
3338,33,Travel_Rarely,Sales,4.0,2.0,4.0,3,3
3338,33,Travel_Rarely,Sales,4.0,2.0,4.0,3,3
7749,32,Travel_Rarely,Research & Development,1.0,4.0,1.0,2,3
3340,29,Travel_Rarely,Research & Development,1.0,4.0,,4,3
3340,29,Travel_Rarely,Research & Development,1.0,4.0,,4,3
3341,44,Travel_Rarely,Research & Development,2.0,1.0,3.0,3,3
3341,44,Travel_Rarely,Research & Development,2.0,1.0,3.0,3,3
3342,28,Travel_Rarely,Sales,1.0,4.0,3.0,3,3
3342,28,Travel_Rarely,Sales,1.0,4.0,3.0,3,3
7753,58,Travel_Frequently,Sales,4.0,4.0,2.0,3,3
3344,43,Travel_Rarely,Sales,1.0,2.0,4.0,3,3
3344,43,Travel_Rarely,Sales,1.0,2.0,4.0,3,3
7755,20,Travel_Rarely,Research & Development,3.0,3.0,2.0,1,3
7756,21,Travel_Rarely,Research & Development,4.0,4.0,2.0,3,3
3347,36,Travel_Rarely,Research & Development,3.0,4.0,2.0,3,3
3347,36,Travel_Rarely,Research & Development,3.0,4.0,2.0,3,3
3348,47,Travel_Rarely,Research & Development,4.0,4.0,2.0,3,4
3348,47,Travel_Rarely,Research & Development,4.0,4.0,2.0,3,4
7759,22,Travel_Rarely,Research & Development,2.0,3.0,4.0,3,3
7760,41,Travel_Rarely,Research & Development,2.0,4.0,2.0,4,3
3351,28,Travel_Rarely,Research & Development,3.0,3.0,3.0,3,4
3351,28,Travel_Rarely,Research & Development,3.0,3.0,3.0,3,4
7762,39,Travel_Rarely,Research & Development,4.0,1.0,1.0,3,3
3353,27,Travel_Rarely,Research & Development,2.0,3.0,3.0,3,3
3353,27,Travel_Rarely,Research & Development,2.0,3.0,3.0,3,3
3354,34,Travel_Rarely,Research & Development,2.0,2.0,3.0,3,3
3354,34,Travel_Rarely,Research & Development,2.0,2.0,3.0,3,3
3355,42,Travel_Rarely,Sales,3.0,3.0,3.0,2,3
3355,42,Travel_Rarely,Sales,3.0,3.0,3.0,2,3
3356,33,Travel_Rarely,Sales,3.0,1.0,3.0,3,3
3356,33,Travel_Rarely,Sales,3.0,1.0,3.0,3,3
3357,58,Travel_Rarely,Research & Development,3.0,2.0,3.0,3,4
3357,58,Travel_Rarely,Research & Development,3.0,2.0,3.0,3,4
3358,31,Travel_Rarely,Sales,2.0,3.0,4.0,3,3
3358,31,Travel_Rarely,Sales,2.0,3.0,4.0,3,3
3359,35,Travel_Rarely,Research & Development,4.0,4.0,1.0,3,4
3359,35,Travel_Rarely,Research & Development,4.0,4.0,1.0,3,4
3360,49,Travel_Rarely,Research & Development,1.0,2.0,2.0,2,3
3360,49,Travel_Rarely,Research & Development,1.0,2.0,2.0,2,3
3361,48,Travel_Rarely,Research & Development,4.0,3.0,2.0,3,3
3361,48,Travel_Rarely,Research & Development,4.0,3.0,2.0,3,3
3362,31,Non-Travel,Research & Development,4.0,3.0,2.0,3,3
3362,31,Non-Travel,Research & Development,4.0,3.0,2.0,3,3
3363,36,Travel_Rarely,Human Resources,2.0,4.0,3.0,2,3
3363,36,Travel_Rarely,Human Resources,2.0,4.0,3.0,2,3
3364,38,Travel_Rarely,Sales,4.0,1.0,3.0,3,3
3364,38,Travel_Rarely,Sales,4.0,1.0,3.0,3,3
3365,32,Non-Travel,Sales,3.0,2.0,3.0,2,3
3365,32,Non-Travel,Sales,3.0,2.0,3.0,2,3
7776,25,Travel_Rarely,Research & Development,3.0,2.0,3.0,2,3
3367,40,Travel_Rarely,Research & Development,1.0,2.0,2.0,3,3
3367,40,Travel_Rarely,Research & Development,1.0,2.0,2.0,3,3
3368,26,Travel_Frequently,Sales,3.0,1.0,3.0,2,3
3368,26,Travel_Frequently,Sales,3.0,1.0,3.0,2,3
3369,41,Travel_Rarely,Research & Development,4.0,1.0,3.0,3,3
3369,41,Travel_Rarely,Research & Development,4.0,1.0,3.0,3,3
3370,36,Travel_Rarely,Research & Development,3.0,3.0,3.0,1,3
3370,36,Travel_Rarely,Research & Development,3.0,3.0,3.0,1,3
7781,19,Travel_Rarely,Research & Development,4.0,2.0,4.0,3,3
7782,20,Travel_Rarely,Research & Development,1.0,1.0,3.0,3,3
3373,31,Travel_Rarely,Research & Development,4.0,4.0,1.0,3,3
3373,31,Travel_Rarely,Research & Development,4.0,4.0,1.0,3,3
3374,40,Travel_Frequently,Sales,4.0,2.0,3.0,2,3
3374,40,Travel_Frequently,Sales,4.0,2.0,3.0,2,3
3375,32,Travel_Rarely,Research & Development,3.0,1.0,4.0,3,4
3375,32,Travel_Rarely,Research & Development,3.0,1.0,4.0,3,4
7786,36,Travel_Rarely,Research & Development,3.0,4.0,3.0,3,3
3377,33,Travel_Rarely,Research & Development,2.0,4.0,3.0,3,3
3377,33,Travel_Rarely,Research & Development,2.0,4.0,3.0,3,3
7788,37,Travel_Rarely,Sales,1.0,3.0,1.0,2,3
3379,45,Non-Travel,Research & Development,3.0,2.0,2.0,3,3
3379,45,Non-Travel,Research & Development,3.0,2.0,2.0,3,3
3380,29,Travel_Frequently,Research & Development,3.0,4.0,3.0,3,3
3380,29,Travel_Frequently,Research & Development,3.0,4.0,3.0,3,3
3381,35,Travel_Rarely,Human Resources,3.0,3.0,3.0,2,3
3381,35,Travel_Rarely,Human Resources,3.0,3.0,3.0,2,3
3382,52,Travel_Rarely,Research & Development,4.0,4.0,2.0,3,3
3382,52,Travel_Rarely,Research & Development,4.0,4.0,2.0,3,3
7793,58,Travel_Rarely,Sales,4.0,3.0,3.0,1,3
3384,53,Travel_Rarely,Research & Development,3.0,3.0,4.0,3,3
3384,53,Travel_Rarely,Research & Development,3.0,3.0,4.0,3,3
3385,30,Travel_Rarely,Sales,3.0,3.0,4.0,2,3
3385,30,Travel_Rarely,Sales,3.0,3.0,4.0,2,3
3386,38,Non-Travel,Sales,3.0,4.0,3.0,3,4
3386,38,Non-Travel,Sales,3.0,4.0,3.0,3,4
3387,35,Travel_Rarely,Sales,4.0,4.0,3.0,1,3
3387,35,Travel_Rarely,Sales,4.0,4.0,3.0,1,3
